;Unnamed: 0;url;name;price estimation;time prep;time cook;time rest;kcal per portion;ingredients;quantities
12;0;https://jow.fr/recipes/fish-et-chips-7xji9n21bgi803zh0g81;Fish & chips;2 € et 4 € par portion;5 minutes;20 minutes;0 minutes;1120 kcal;['Cabillaud (surgelé)', 'Farine de blé', 'Maïzena', 'Bière', 'Sauce tartare', 'Frites surgelées', 'Huile de tournesol'];['1  ', '50 g', '1/2 càs', '5 cl', '1 càs', '150 g', '5 cl']
13;0;https://jow.fr/recipes/galette-forestiere-7xmx9j2l2rhc03yd0oqv;Galette forestière;2 € et 4 € par portion;5 minutes;10 minutes;0 minutes;357 kcal;['Galette bretonne', 'Jambon blanc', 'Fromage râpé', 'Champignons de Paris (frais)', 'Œuf', 'Échalote'];['1  ', '1 tran.', '2 pinc.', '80 g', '1  ', '1/4  ']
14;0;https://jow.fr/recipes/parmentier-de-canard-7xzy77y669og045a0mmg;Parmentier de canard;2 € et 4 € par portion;8 minutes;50 minutes;0 minutes;610 kcal;['Canard (confit)', 'Noisette', 'Échalote', 'Pommes de terre', 'Lait', 'Beurre'];['1/2  ', '10 g', '1/2  ', '200 g', '5 cl', '1 Noisette']
15;0;https://jow.fr/recipes/poulet-au-miel-et-haricots-7y8thdsb2ibk043p00ax;Poulet au miel & haricots;+4 € par portion;4 minutes;13 minutes;0 minutes;329 kcal;['Poulet (escalope)', 'Miel (liquide)', 'Citron jaune', 'Haricot vert (frais)'];['1  ', '1 càs', '1/2  ', '250 g']
16;0;https://jow.fr/recipes/pancakes-de-courgette-7yb2e0u8em1c040x0kkd;Pancakes de courgette;-2 € par portion;10 minutes;8 minutes;0 minutes;337 kcal;['Courgette', 'Ail', 'Ciboulette', 'Œuf', 'Farine de blé', 'Chapelure', 'Parmesan (morceaux)', 'Salade (Mélange)'];['200 g', '1/4 gou.', '1/10 bou.', '1  ', '1 càs', '1 càs', '20 g', '30 g']
17;0;https://jow.fr/recipes/cabillaud-en-croute-de-chorizo-7yp3ltpifdi8044p1ajg;Cabillaud en croûte de chorizo;+4 € par portion;5 minutes;15 minutes;0 minutes;502 kcal;['Cabillaud (frais)', 'Chorizo (tranches)', 'Parmesan (râpé)', 'Chapelure', 'Beurre', 'Salade (Mélange)'];['1  ', '30 g', '30 g', '2 càs', '10 g', '2 poignées']
18;0;https://jow.fr/recipes/saumon-mi-cuit-et-riz-7yp7fmb4lr4g03zj03pv;Saumon mi-cuit & riz;2 € et 4 € par portion;1 minute;10 minutes;0 minutes;574 kcal;['Saumon (frais)', 'Riz'];['1  ', '90 g']
19;0;https://jow.fr/recipes/spaghetti-ail-et-crevette-7yrd68zfi93k041m109b;Spaghetti ail & crevette;2 € et 4 € par portion;2 minutes;10 minutes;0 minutes;507 kcal;"['Pâtes (spaghetti)', 'Crevette (cuite)', 'Ail', 'Espelette"", ', ']']";['100 g', '100 g', '1/2 gou.', '1 pinc.', '1/10 bou.']
20;0;https://jow.fr/recipes/pasta-alfredo-au-poulet-7zala73cbalc042e17ya;Pasta Alfredo au poulet;2 € et 4 € par portion;5 minutes;12 minutes;0 minutes;895 kcal;['Pâtes (Tagliatelles sèches)', 'Poulet (escalope)', 'Crème liquide', 'Ail', 'Parmesan (râpé)'];['100 g', '1  ', '10 cl', '1/2 gou.', '1 càs']
21;0;https://jow.fr/recipes/clafoutis-aux-tomates-cerises-7zbceijw3peo044e0pyh;Clafoutis aux tomates cerises;-2 € par portion;10 minutes;40 minutes;0 minutes;333 kcal;['Tomate cerise', 'Thym (feuilles)', 'Farine de blé', 'Lait', 'Parmesan (râpé)', 'Œuf'];['150 g', '2 pinc.', '30 g', '6 cl', '20 g', '1  ']
22;0;https://jow.fr/recipes/crevettes-miel-sesame-7zktabbmebr4042902ug;Crevettes miel sésame;2 € et 4 € par portion;3 minutes;10 minutes;0 minutes;471 kcal;['Crevette (cuite)', 'Riz', 'Ail', 'Graines de sésame', 'Citron vert', 'Miel (liquide)', 'Oignon rouge'];['100 g', '70 g', '1/2 gou.', '1 càc', '1/4  ', '1 càc', '1/2  ']
23;0;https://jow.fr/recipes/pizza-parma-7zov13f1k1wg04490uny;Pizza Parma;2 € et 4 € par portion;5 minutes;10 minutes;0 minutes;633 kcal;['Pâte à pizza', 'Tomate (purée)', 'Jambon cru', 'Mozzarella (boule)', 'Salade (roquette)'];['1  ', '60 g', '3 tran.', '1  ', '1 poignée']
24;0;https://jow.fr/recipes/salade-tomates-et-nectarines-80kgb9s56khc044a17ht;Salade tomates & nectarines;2 € et 4 € par portion;0 minutes;5 minutes;0 minutes;348 kcal;['Basilic (frais)', 'Tomate', 'Mozzarella di bufala', 'Nectarine'];['1/10 bou.', '250 g', '1/2  ', '1  ']
25;0;https://jow.fr/recipes/salade-courgette-petits-pois-feta-80kyi81x6khc044a17ns;Salade courgette petits pois feta;2 € et 4 € par portion;3 minutes;10 minutes;0 minutes;367 kcal;['Courgette', 'Coriandre (frais)', 'Petits pois (surgelés)', 'Feta', 'Citron jaune', 'Salade (roquette)'];['1/2  ', '1/5 bou.', '100 g', '50 g', '1/4  ', '1 poignée']
26;0;https://jow.fr/recipes/carpaccio-de-tomates-80nzfhfym6w0040414ys;Carpaccio de tomates;2 € et 4 € par portion;0 minutes;8 minutes;0 minutes;323 kcal;['Tomate', 'Ricotta', 'Feta', 'Basilic (frais)'];['3  ', '2 càs', '1/5  ', '1/10 bou.']
27;0;https://jow.fr/recipes/assiette-italienne-80nzm32mm6w0040414z1;Assiette italienne;+4 € par portion;0 minutes;5 minutes;0 minutes;508 kcal;['Tomate cerise', 'Artichauts marinés', 'Jambon cru', 'Burrata', 'Salade (roquette)'];['100 g', '100 g', '2 tran.', '100 g', '1 poignée']
28;0;https://jow.fr/recipes/gaspacho-de-petits-pois-a-la-menthe-80sj0hro9z4w040116ag;Gaspacho de petits pois à la menthe;-2 € par portion;6 minutes;12 minutes;0 minutes;251 kcal;"['Petits pois (surgelés)', 'Menthe (feuilles)', 'Échalote', 'Espelette"", ', ']']";['200 g', '1/5 bou.', '1/2  ', '1/2 pinc.', '2 càs']
29;0;https://jow.fr/recipes/salade-courgette-nectarine-80sm3ua6d5og040j0m30;Salade courgette nectarine;2 € et 4 € par portion;0 minutes;7 minutes;0 minutes;437 kcal;['Courgette', 'Nectarine', 'Citron jaune', 'Pignons de pin', 'Basilic (frais)', 'Feta'];['1  ', '1  ', '1/4  ', '1 càs', '1/10 bou.', '40 g']
30;0;https://jow.fr/recipes/gaspacho-tomate-fraise-basilic-et-burrata-80t8kuk60hg0041q152y;Gaspacho tomate fraise ;+4 € par portion;8 minutes;1 minute;0 minutes;360 kcal;['Tomate', 'Fraise', 'Basilic (frais)', 'Burrata', 'Ail', 'Oignon rouge', 'Biscotte'];['3  ', '4  ', '1/10 bou.', '1/2  ', '1/4 gou.', '1/4  ', '1  ']
31;0;https://jow.fr/recipes/tartine-chevre-figue-jambon-80ttf4jc0ruo040r1bo0;Tartine chèvre figue jambon;+4 € par portion;5 minutes;10 minutes;0 minutes;647 kcal;['Figue', 'Pain de campagne (tranché)', 'Chèvre frais', 'Jambon cru', 'Miel (liquide)', 'Noix', 'Salade (Mélange)'];['2  ', '2 tran.', '2 càs', '2 tran.', '1 càc', '10 g', '1 poignée']
32;0;https://jow.fr/recipes/salade-de-legumes-rotis-80ud51vc0ruo040r1bru;Salade de légumes rôtis;2 € et 4 € par portion;6 minutes;30 minutes;0 minutes;426 kcal;['Aubergine', 'Courgette', 'Tomate', 'Mozzarella di bufala', 'Ail', 'Pignons de pin', 'Olive noire dénoyautée'];['1/2  ', '1/2  ', '2  ', '1/2  ', '1/2 gou.', '1 càs', '5  ']
33;0;https://jow.fr/recipes/toasts-chevre-miel-80udkvco0ruo040r1btr;Toasts chèvre miel;2 € et 4 € par portion;3 minutes;10 minutes;0 minutes;716 kcal;['Chèvre (crottin)', 'Pain de campagne (tranché)', 'Noix', 'Miel (liquide)', 'Salade (Mélange)'];['2  ', '2 tran.', '10 g', '2 càc', '1 poignée']
34;0;https://jow.fr/recipes/aubergine-rotie-sauce-yaourt-80uf18xsg48w043m0g4y;Aubergine rôtie sauce yaourt ;2 € et 4 € par portion;3 minutes;35 minutes;0 minutes;574 kcal;['Aubergine', 'Quinoa (cru)', 'Menthe (feuilles)', 'Citron vert', 'Yaourt Grec', 'Salade (Mélange)'];['1/2  ', '100 g', '1/50 bou.', '1/4  ', '3 càs', '1 poignée']
35;0;https://jow.fr/recipes/salade-de-farfalles-815l1b2n0z8g00wy1ejh;Salade de farfalles;-2 € par portion;5 minutes;9 minutes;0 minutes;685 kcal;['Pâtes (Farfalles)', 'Courgette', 'Amandes (effilées)', 'Salade (roquette)', 'Chèvre frais', 'Sauce pesto'];['100 g', '1/4  ', '20 g', '1 poignée', '1 càs', '1 càs']
36;0;https://jow.fr/recipes/polenta-tomates-roties-8163exjegwds00ur0kb9;Polenta tomates rôties;-2 € par portion;8 minutes;10 minutes;0 minutes;448 kcal;['Polenta', 'Lait', 'Parmesan (râpé)', 'Tomate cerise', 'Feta', 'Salade (roquette)'];['50 g', '25 cl', '1 càs', '100 g', '20 g', '1 poignée']
37;0;https://jow.fr/recipes/ravioles-sautees-816489cagwds00ur0kgf;Ravioles sautées;2 € et 4 € par portion;2 minutes;4 minutes;0 minutes;460 kcal;['Ravioles du Dauphiné', 'Épinard (frais)', 'Noisette'];['120 g', '2 poignées', '10 g']
38;0;https://jow.fr/recipes/gnocchis-poeles-aux-tomates-8166eedmgwds00ur0ki8;Gnocchis poêlés aux tomates;-2 € par portion;4 minutes;5 minutes;0 minutes;410 kcal;['Gnocchi (à poêler)', 'Ail', 'Salade (roquette)', 'Basilic (frais)', 'Tomate cerise', 'Feta', 'Ricotta'];['150 g', '1/4 gou.', '1 poignée', '1/10 bou.', '50 g', '10 g', '1 càs']
39;0;https://jow.fr/recipes/creamy-avocado-pasta-816o8hs5m74g00un1873;Creamy avocado pasta;-2 € par portion;3 minutes;8 minutes;0 minutes;752 kcal;['Pâtes (Linguine)', 'Avocat', 'Basilic (frais)', 'Amandes (effilées)', 'Parmesan (morceaux)'];['120 g', '1/4  ', '1/5 bou.', '10 g', '15 g']
40;0;https://jow.fr/recipes/crumble-de-courgettes-818b8pygkrnk00sw0vkx;Crumble de courgettes;2 € et 4 € par portion;10 minutes;40 minutes;0 minutes;561 kcal;['Courgette', 'Chèvre frais', 'Farine de blé', 'Beurre', 'Parmesan (râpé)', 'Sauce pesto'];['1  ', '2 càs', '40 g', '30 g', '1/2 càs', '1/2 càs']
41;0;https://jow.fr/recipes/salade-saumon-mangue-avocat-818bgqy0krnk00sw0vlb;Salade saumon mangue avocat;+4 € par portion;0 minutes;9 minutes;0 minutes;532 kcal;['Saumon (fumé)', 'Mangue', 'Épinard (frais)', 'Gingembre (frais)', 'Sauce soja salée', 'Avocat', 'Citron vert', 'Graines de sésame'];['2 tran.', '1/4  ', '2 poignées', '1 cm', '1 càs', '1/2  ', '1/2  ', '1/2 càc']
42;0;https://jow.fr/recipes/wrap-saumon-818imdydbxgg00zb131u;Wrap Saumon;2 € et 4 € par portion;0 minutes;5 minutes;0 minutes;329 kcal;['Saumon (fumé)', 'Tortilla (blé)', 'Concombre', 'Fromage frais', 'Épinard (frais)', 'Citron jaune'];['2 tran.', '1  ', '1/10  ', '40 g', '1/2 poignée', '1/8  ']
43;0;https://jow.fr/recipes/semoule-en-salade-d-ete-818w1no6iszk00ub05cd;Semoule en salade d'été;2 € et 4 € par portion;3 minutes;5 minutes;0 minutes;622 kcal;['Semoule', 'Mozzarella di bufala', 'Avocat', 'Salade (roquette)', 'Sauce pesto', 'Tomate cerise'];['50 g', '1/2  ', '1/2  ', '2 poignées', '1/2 càs', '80 g']
44;0;https://jow.fr/recipes/saute-de-veau-printanier-819ogxpy5tls00xy18po;Sauté de veau printanier;+4 € par portion;7 minutes;12 minutes;0 minutes;775 kcal;['Veau (escalope)', 'Lasagnes (frais)', 'Petits pois (frais)', 'Crème liquide', 'Salade (roquette)', 'Graines de tournesol'];['1  ', '100 g', '80 g', '1 cl', '1 poignée', '10 g']
45;0;https://jow.fr/recipes/salade-vietnamienne-819p05o65tls00xy18pw;Salade Vietnamienne;2 € et 4 € par portion;8 minutes;4 minutes;0 minutes;514 kcal;['Vermicelles de riz', 'Carotte (frais)', 'Concombre', 'Menthe (feuilles)', 'Gingembre (frais)', 'Citron vert', 'Sauce soja salée', 'Cacahuète'];['80 g', '100 g', '100 g', '1/5 bou.', '1 cm', '1/4  ', '1 càs', '10 g']
46;0;https://jow.fr/recipes/rumsteak-a-l-italienne-81a31jue5tls00xy18q8;Rumsteak à l'italienne;+4 € par portion;7 minutes;4 minutes;0 minutes;430 kcal;['Bœuf (rumsteck)', 'Salade (roquette)', 'Parmesan (morceaux)', 'Sauce pesto', 'Pignons de pin'];['1  ', '2 poignées', '30 g', '1 càc', '1 càs']
47;0;https://jow.fr/recipes/orecchiette-courgette-ricotta-81a62bhy5tls00xy18ql;Orecchiette courgette ricotta;-2 € par portion;4 minutes;10 minutes;0 minutes;556 kcal;['Pâtes (Orecchiette)', 'Courgette', 'Ail', 'Ricotta', 'Menthe (feuilles)', 'Citron jaune', 'Pignons de pin'];['100 g', '1/2  ', '1/2 gou.', '1 càs', '1/10 bou.', '1/4  ', '1 càs']
48;0;https://jow.fr/recipes/wrap-veggie-81d5m839f8zk00vl1dmw;Wrap veggie;2 € et 4 € par portion;0 minutes;5 minutes;0 minutes;406 kcal;['Avocat', 'Tortilla (blé)', 'Fromage frais', 'Concombre', 'Pignons de pin', 'Épinard (frais)'];['1/2  ', '1  ', '30 g', '1/5  ', '1 càs', '1/2 poignée']
49;0;https://jow.fr/recipes/wok-de-boeuf-legumes-croquants-81dlcngs7jhc00v318va;Wok de bœuf légumes croquants;+4 € par portion;6 minutes;12 minutes;0 minutes;314 kcal;['Bœuf (rumsteck)', 'Carotte (frais)', 'Petits pois (frais)', 'Courgette', 'Graines de sésame', 'Gingembre (frais)'];['1  ', '1  ', '50 g', '1/2  ', '1/2 càc', '1 cm']
50;0;https://jow.fr/recipes/chou-fleur-roti-81e6af420dds00w713ur;Chou-fleur rôti;-2 € par portion;4 minutes;18 minutes;0 minutes;288 kcal;['Chou-fleur (frais)', 'Yaourt Grec', 'Coriandre (frais)', 'Graines de sésame', 'Citron jaune', 'Cumin (moulu)'];['1/4  ', '2 càs', '1/5 bou.', '1 càc', '1/4  ', '1 pinc.']
51;0;https://jow.fr/recipes/carottes-roties-au-miel-81er5sgtbakw00x90dyg;Carottes rôties au miel;-2 € par portion;7 minutes;50 minutes;0 minutes;459 kcal;['Carotte (frais)', 'Miel (liquide)', 'Menthe (feuilles)', 'Feta', 'Cumin (moulu)', 'Mélange céréales'];['150 g', '1 càc', '1/5 bou.', '15 g', '1/4 càc', '80 g']
52;0;https://jow.fr/recipes/poulet-cacahuete-legumes-croquants-81ex0nr3a7b400vj0vg6;Poulet cacahuète légumes croquants;2 € et 4 € par portion;6 minutes;10 minutes;0 minutes;433 kcal;['Beurre de cacahuète', 'Poulet (escalope)', 'Brocoli (frais)', 'Sauce soja salée', 'Petits pois (frais)'];['1 càs', '1  ', '150 g', '1 càs', '80 g']
53;0;https://jow.fr/recipes/salade-artichauts-et-noisettes-81ey46yna7b400vj0vkp;Salade artichauts & noisettes;2 € et 4 € par portion;0 minutes;5 minutes;0 minutes;338 kcal;['Artichauts marinés', 'Salade (roquette)', 'Parmesan (morceaux)', 'Noisette'];['120 g', '2 poignées', '40 g', '10 g']
54;0;https://jow.fr/recipes/aubergines-a-la-parmigiana-81gm3762m3b400sk11am;Aubergines à la parmigiana;2 € et 4 € par portion;9 minutes;30 minutes;0 minutes;637 kcal;['Aubergine', 'Ail', 'Sauce tomate (basilic)', 'Mozzarella (boule)', 'Parmesan (râpé)'];['1/2  ', '1/4 gou.', '170 g', '1  ', '4 càs']
55;0;https://jow.fr/recipes/papillote-saumon-couscous-81gnbjqkmf3k00tp0duk;Papillote saumon couscous;+4 € par portion;6 minutes;17 minutes;0 minutes;520 kcal;['Couscous aux épices', 'Saumon (frais)', 'Tomates séchées', 'Oignon nouveau', 'Papier cuisson'];['50 g', '1  ', '30 g', '1  ', '40 cm']
56;0;https://jow.fr/recipes/salade-lyonnaise-81gnf3ccmf3k00tp0dw1;Salade Lyonnaise;2 € et 4 € par portion;3 minutes;6 minutes;0 minutes;589 kcal;"['Œuf', 'Lardons', 'Salade (coeur de laitue)', 'Pain de campagne (tranché)', 'ancienne"", ', ']']";['1  ', '50 g', '2 poignées', '1 tran.', '1 càc', '30 g']
57;0;https://jow.fr/recipes/salade-de-brocolis-81hx19jx2nv400zi12ob;Salade de brocolis;2 € et 4 € par portion;5 minutes;7 minutes;0 minutes;312 kcal;['Brocoli (frais)', 'Chèvre frais', 'Noisette', 'Salade (Mélange)'];['250 g', '2 càs', '10 g', '1 poignée']
58;0;https://jow.fr/recipes/tarte-aubergine-ricotta-noix-81kp6ri42g5c00sq159t;Tarte aubergine ricotta noix;-2 € par portion;10 minutes;40 minutes;0 minutes;506 kcal;['Aubergine', 'Ail', 'Pâte brisée', 'Ricotta', 'Noix', 'Parmesan (râpé)'];['1  ', '1 gou.', '1  ', '200 g', '60 g', '4 càs']
59;0;https://jow.fr/recipes/courgettes-poelees-en-salade-81lv6mrikp9c00xy13hk;Courgettes poêlées en salade;2 € et 4 € par portion;5 minutes;5 minutes;0 minutes;421 kcal;['Courgette', 'Sauce pesto', 'Tomate cerise', 'Salade (roquette)', 'Olive noire dénoyautée', 'Jambon cru'];['1  ', '1/4 càs', '7  ', '1 poignée', '30 g', '2 tran.']
60;0;https://jow.fr/recipes/polpette-a-l-italienne-et-polenta-81lx2681i05s00tr0h0q;Polpette à l'italienne & polenta;2 € et 4 € par portion;10 minutes;10 minutes;0 minutes;713 kcal;['Polenta', 'Parmesan (râpé)', 'Lait', 'Bœuf (haché)', 'Échalote', 'Sauce tomate (basilic)', 'Basilic (frais)', 'Chapelure', 'Œuf'];['50 g', '2 càs', '25 cl', '100 g', '1/4  ', '80 g', '1/10 bou.', '1 càs', '1/4  ']
61;0;https://jow.fr/recipes/grilled-cheese-cochon-81lzij4pfjg0fwp70veo;Grilled cheese cochon;2 € et 4 € par portion;5 minutes;4 minutes;0 minutes;638 kcal;['Pain de mie', 'Fromage frais', 'Comté', 'Jambon blanc', 'Ciboulette'];['4 tran.', '30 g', '15 g', '2 tran.', '1/10 bou.']
62;0;https://jow.fr/recipes/grilled-cheese-brie-et-cerise-noire-81m063jq2lyo00tg05xs;Grilled cheese brie & cerise noire;-2 € par portion;5 minutes;4 minutes;0 minutes;598 kcal;['Pain de mie', 'Fromage frais', 'Épinard (frais)', 'Confiture de cerise', 'Brie (round)'];['4 tran.', '30 g', '5 g', '1 càc', '30 g']
63;0;https://jow.fr/recipes/saumon-mi-cuit-et-salade-citronnee-81ml7fbwkco000sp0p4r;Saumon mi-cuit & salade citronnée;+4 € par portion;3 minutes;10 minutes;0 minutes;583 kcal;['Concombre', 'Saumon (frais)', 'Mélange céréales', 'Citron jaune', 'Menthe (feuilles)'];['40 g', '1  ', '80 g', '1/4  ', '3/10 bou.']
64;0;https://jow.fr/recipes/pates-aux-aubergines-et-parmesan-81n4ai0jlbeo00v30tn8;Pâtes aux aubergines & parmesan;2 € et 4 € par portion;5 minutes;10 minutes;0 minutes;629 kcal;['Pâtes (Linguine)', 'Aubergine', 'Jambon cru', 'Parmesan (morceaux)', 'Ail'];['100 g', '1/4  ', '2 tran.', '20 g', '1/4 gou.']
65;0;https://jow.fr/recipes/tournedos-beurre-de-coriandre-et-haricots-81oq5axibhtc00vb04y4;Tournedos beurre de coriandre & haricots;+4 € par portion;5 minutes;10 minutes;0 minutes;390 kcal;['Bœuf (tournedos)', 'Haricot vert (frais)', 'Beurre', 'Coriandre (frais)'];['1  ', '200 g', '20 g', '1/5 bou.']
66;0;https://jow.fr/recipes/tournedos-beurre-persille-et-puree-81oqjedybhtc00vb050w;Tournedos beurre persillé & purée;+4 € par portion;5 minutes;20 minutes;0 minutes;707 kcal;['Pommes de terre', 'Lait', 'Beurre', 'Bœuf (tournedos)', 'Persil (frais)'];['250 g', '5 cl', '40 g', '1  ', '1/5 bou.']
67;0;https://jow.fr/recipes/boeuf-sauce-roquefort-81or60lybhtc00vb0520;Bœuf sauce roquefort;+4 € par portion;3 minutes;20 minutes;0 minutes;630 kcal;['Pommes de terre grenailles (surgelées)', 'Bœuf (steak)', 'Crème liquide', 'Roquefort'];['250 g', '1  ', '2 cl', '10 g']
68;0;https://jow.fr/recipes/boeuf-haricots-verts-et-puree-81ot4z2ubhtc00vb05a9;Bœuf haricots verts & purée;+4 € par portion;5 minutes;20 minutes;0 minutes;659 kcal;['Haricot vert (frais)', 'Pommes de terre', 'Lait', 'Bœuf (steak)', 'Beurre'];['100 g', '250 g', '5 cl', '1  ', '20 g']
69;0;https://jow.fr/recipes/poulet-et-poelee-de-legumes-au-curry-81otf6ombhtc00vb05aj;Poulet & poêlée de légumes au curry;2 € et 4 € par portion;6 minutes;15 minutes;0 minutes;300 kcal;['Poulet (escalope)', 'Courgette', 'Carotte (frais)', 'Curry (poudre)', 'Ail', 'Coriandre (frais)'];['1  ', '1/2  ', '2  ', '1 càc', '1/2 gou.', '1/5 bou.']
70;0;https://jow.fr/recipes/cabillaud-et-poelee-legumes-au-curry-81ovbbjk8rw000u417td;Cabillaud & poêlée légumes au curry;+4 € par portion;6 minutes;15 minutes;0 minutes;231 kcal;['Cabillaud (frais)', 'Courgette', 'Carotte (frais)', 'Curry (poudre)', 'Ail', 'Coriandre (frais)'];['1  ', '1/2  ', '2  ', '1 càc', '1/2 gou.', '1/5 bou.']
71;0;https://jow.fr/recipes/cabillaud-haricots-verts-et-puree-81ovci7k8rw000u417tn;Cabillaud haricots verts & purée;+4 € par portion;5 minutes;18 minutes;0 minutes;519 kcal;['Haricot vert (frais)', 'Pommes de terre', 'Lait', 'Cabillaud (frais)', 'Beurre'];['100 g', '250 g', '5 cl', '1  ', '20 g']
72;0;https://jow.fr/recipes/salade-de-haricots-verts-81pecv7r1lkg00ws06kg;Salade de haricots verts;2 € et 4 € par portion;5 minutes;10 minutes;0 minutes;241 kcal;['Haricot vert (frais)', 'Feta', 'Noisette', 'Citron jaune', 'Coriandre (frais)'];['250 g', '20 g', '10 g', '1/4  ', '1/5 bou.']
73;0;https://jow.fr/recipes/galette-saumon-81pfbzev1lkg00ws06qq;Galette Saumon;2 € et 4 € par portion;3 minutes;5 minutes;0 minutes;353 kcal;['Galette bretonne', 'Crème fraîche', 'Saumon (fumé)', 'Ciboulette'];['1  ', '1 càs', '2 tran.', '1/5 bou.']
74;0;https://jow.fr/recipes/galette-complete-81pfd91j1lkg00ws06qy;Galette complète;-2 € par portion;3 minutes;5 minutes;0 minutes;388 kcal;['Jambon blanc', 'Œuf', 'Galette bretonne', 'Fromage râpé'];['1 tran.', '1  ', '1  ', '30 g']
75;0;https://jow.fr/recipes/galette-seguin-81pfiebr1lkg00ws06s9;Galette Seguin;2 € et 4 € par portion;2 minutes;5 minutes;0 minutes;383 kcal;['Galette bretonne', 'Jambon blanc', 'Chèvre frais', 'Crème fraîche', 'Noix', 'Miel (liquide)'];['1  ', '1 tran.', '40 g', '1/2 càs', '10 g', '1 càc']
